Contribuinte_ID,Nome,CPF,Ano_Referência,Renda_Declarada(R$),Imposto_Devido(R$),Imposto_Pago(R$),Valor_Não_Declarado(R$),Déficit_Declaração(%),Situação,Data_Envio,Estado,Fonte_de_Renda,Número_de_Bens_Declarados,Total_de_Deduções(R$),Imposto_Restituição(R$),Faixa_Imposto,Recebeu_Multas?,Valor_Multas(R$)
31767,Gabriela Santos,161.391.397-51,2023,414183.38,12902.36,30730.29,45263.62,33.96,Pendência,2024-11-11,PE,Investidor,6,13647.29,3707.51,7.5%,Não,2549.89
57367,Paulo Henrique,349.568.889-98,2023,443985.25,44548.15,11341.14,39599.56,31.27,Pendência,2024-11-09,RJ,Empresário,8,51971.74,5488.37,22.5%,Sim,4409.18
53490,Carlos Silva,813.509.441-11,2024,40510.31,24552.72,4776.39,3837.8,27.01,Regular,2024-11-21,DF,Autônomo,2,11915.77,8485.75,7.5%,Sim,8970.25
91500,João Pereira,832.381.780-87,2023,38427.34,39302.33,3019.52,37613.85,19.79,Auditoria,2024-03-21,PR,Investidor,7,35876.1,7856.72,Isento,Sim,853.72
22312,Gabriela Santos,604.607.615-88,2024,48779.16,23427.38,38834.53,39610.83,34.24,Auditoria,2024-12-03,BA,Aposentado,1,12063.77,8015.65,27.5%,Não,9255.03
94328,João Pereira,702.870.476-64,2024,32029.33,27265.08,15087.91,44484.63,27.29,Regular,2024-10-02,CE,Empregado CLT,3,48364.59,686.65,15%,Não,5271.13
76916,Ana Clara Mendes,923.923.878-30,2024,133025.08,28814.8,22856.48,3655.48,22.4,Notificação,2024-07-31,MG,Investidor,9,15138.8,3709.44,27.5%,Não,6407.37
95572,Carlos Silva,329.931.771-85,2024,445031.42,23419.2,40544.94,27567.88,12.37,Pendência,2025-02-10,PB,Autônomo,0,47379.38,7956.15,Isento,Sim,1257.6
58087,Mariana Rocha,156.327.874-48,2022,281629.04,8685.62,39580.35,31154.91,37.92,Pendência,2024-12-23,RJ,Aposentado,4,35766.74,3294.54,15%,Sim,1100.11
73063,Fernanda Lima,976.922.487-74,2022,410158.2,6517.73,14146.65,46531.83,36.4,Pendência,2024-03-30,MG,Empregado CLT,5,40551.01,1170.4,Isento,Não,7861.31
65317,Fernanda Lima,139.546.121-82,2022,36339.13,20130.85,20355.93,44299.22,30.22,Pendência,2024-03-13,PB,Empresário,6,58849.77,2.26,27.5%,Sim,4694.85
97347,João Pereira,961.991.498-27,2024,111072.87,4757.65,19838.31,43705.3,22.16,Pendência,2024-08-09,BA,Empregado CLT,3,3319.07,480.41,15%,Não,1486.75
16986,Mariana Rocha,695.243.125-76,2022,284502.15,44810.67,25848.09,18623.94,13.12,Auditoria,2024-11-03,AM,Investidor,2,37143.88,9914.33,22.5%,Sim,4428.31
72044,Paulo Henrique,654.182.379-32,2023,442825.16,41560.31,5856.0,26126.51,37.16,Auditoria,2025-02-09,RS,Aposentado,9,23293.05,645.32,27.5%,Não,9587.27
30467,Paulo Henrique,454.131.738-87,2023,57986.36,34088.66,34107.42,8032.71,19.0,Pendência,2025-02-24,GO,Empregado CLT,6,40927.98,8260.44,22.5%,Não,2324.29
64252,Vanessa Almeida,926.740.585-94,2023,402837.9,10290.13,10803.81,26297.23,36.71,Auditoria,2024-08-12,CE,Investidor,9,33725.47,2786.22,27.5%,Sim,9252.56
98003,Vanessa Almeida,575.377.511-43,2022,96088.68,43397.92,3787.22,46316.03,6.32,Regular,2024-10-26,PE,Empresário,1,5921.15,9937.1,Isento,Não,9905.46
85323,Ana Clara Mendes,644.323.187-29,2023,230042.32,48043.86,4554.69,11731.8,13.98,Pendência,2024-06-23,RS,Autônomo,3,13091.86,5988.9,15%,Não,4462.57
42037,Mariana Rocha,460.113.175-89,2024,376441.35,7452.07,17193.92,7376.77,31.11,Auditoria,2024-07-03,RS,Empresário,6,30632.16,9223.1,15%,Não,7414.64
73505,João Pereira,129.577.825-68,2023,196041.52,17051.36,796.49,3038.15,11.39,Auditoria,2024-06-01,SC,Autônomo,1,33249.92,811.47,7.5%,Não,736.08
64740,Fernanda Lima,658.927.453-73,2023,385102.15,21690.37,1106.95,20525.62,10.78,Pendência,2025-01-28,PR,Autônomo,4,43745.37,595.62,27.5%,Não,6877.22
66366,Paulo Henrique,766.135.967-43,2024,211608.04,40804.6,28932.27,35303.01,19.97,Regular,2024-11-21,MT,Empregado CLT,6,10528.66,1967.34,15%,Não,8212.46
32469,Thiago Nunes,439.776.223-17,2023,78217.31,26751.93,41981.13,36588.53,28.75,Auditoria,2024-09-02,MG,Empregado CLT,2,38730.54,1142.31,22.5%,Sim,6527.1
66141,Carlos Silva,830.231.712-22,2024,76935.55,10819.96,26616.15,12681.68,36.79,Pendência,2024-03-17,PB,Investidor,5,27515.44,8635.02,7.5%,Não,9987.58
34936,Eduardo Farias,702.934.749-70,2022,187973.39,45524.53,6351.32,46965.95,18.96,Pendência,2024-03-25,PB,Empresário,8,13031.3,6202.72,27.5%,Não,9520.33
62629,Ana Clara Mendes,721.563.221-45,2023,71614.44,43895.93,3277.36,27878.14,36.37,Regular,2024-09-25,SP,Empregado CLT,0,21422.83,3811.23,7.5%,Sim,2398.05
18447,Fernanda Lima,982.520.377-43,2022,263659.9,31600.58,38438.43,36077.02,9.65,Regular,2024-06-24,AM,Empregado CLT,0,50543.88,5399.96,7.5%,Sim,6558.34
55782,João Pereira,732.458.122-78,2024,302124.87,15348.13,30553.84,41321.25,34.58,Notificação,2024-06-15,ES,Empresário,0,52063.74,421.34,15%,Sim,665.45
38797,Paulo Henrique,939.109.481-13,2023,133496.84,33687.1,8701.87,19173.79,30.31,Regular,2024-06-27,BA,Autônomo,8,56961.71,9740.9,15%,Sim,1131.51
21007,Fernanda Lima,157.497.908-43,2022,204139.92,16954.58,5994.76,11266.99,37.04,Notificação,2024-05-20,CE,Investidor,7,4259.4,4325.9,22.5%,Não,1460.73
23357,Fernanda Lima,756.938.854-64,2022,296151.87,47497.03,31050.73,2018.5,24.11,Regular,2024-07-16,RS,Autônomo,1,28154.98,5023.02,Isento,Não,9873.23
65847,Paulo Henrique,907.619.454-99,2024,233732.72,33779.39,6625.18,5754.89,14.88,Pendência,2024-05-08,SC,Empregado CLT,3,56595.38,287.98,22.5%,Não,7020.9
76629,Eduardo Farias,186.329.314-59,2024,155030.87,2182.14,14828.47,23029.89,33.5,Regular,2024-12-06,AM,Aposentado,10,6305.65,5767.74,7.5%,Sim,811.97
60579,Fernanda Lima,171.213.900-65,2024,38731.67,27510.26,23752.0,40329.12,14.67,Regular,2024-04-18,PB,Empresário,4,47651.05,4410.93,Isento,Não,875.26
19972,Fernanda Lima,530.872.978-70,2024,80900.02,47591.99,16103.93,14832.97,17.88,Pendência,2025-01-28,AM,Empregado CLT,10,10504.37,5129.93,27.5%,Sim,9673.25
45054,João Pereira,366.363.697-86,2023,165996.86,6097.62,2191.38,35480.83,14.36,Pendência,2025-02-12,AM,Empresário,6,3794.25,974.1,Isento,Sim,5362.69
19600,Thiago Nunes,637.856.592-97,2023,71590.5,40246.76,25165.97,43769.2,10.17,Notificação,2025-01-14,SP,Autônomo,1,49465.22,8680.7,22.5%,Sim,9127.59
97551,Lucas Oliveira,866.954.100-11,2022,129126.48,44568.07,17348.66,30871.61,9.03,Auditoria,2024-05-05,PR,Aposentado,8,14708.03,2729.4,15%,Não,8058.62
66873,Vanessa Almeida,278.144.126-55,2023,110717.85,41501.2,21587.3,18912.27,28.95,Auditoria,2024-12-12,BA,Empresário,8,17452.23,5130.2,27.5%,Não,4356.38
61634,Gabriela Santos,534.747.144-10,2022,246924.9,21157.83,34675.64,44549.92,37.64,Pendência,2024-06-04,BA,Empregado CLT,7,58785.18,7372.28,15%,Sim,7012.37
81574,Gabriela Santos,406.797.441-37,2024,462938.48,33661.56,23271.09,48612.76,14.14,Auditoria,2024-07-25,RS,Aposentado,9,43100.97,9783.78,22.5%,Não,7002.45
36877,Paulo Henrique,930.432.438-24,2023,281867.72,27805.16,23762.61,28127.05,18.38,Pendência,2024-08-30,BA,Empregado CLT,1,50784.66,1964.8,7.5%,Não,4288.1
45214,João Pereira,819.286.607-31,2023,207998.59,12797.09,32988.94,38195.91,30.68,Pendência,2025-01-22,AM,Empresário,3,9513.02,4582.63,22.5%,Não,2696.91
83360,Thiago Nunes,699.348.987-72,2023,236649.54,2308.52,20475.78,3322.6,15.31,Auditoria,2024-12-20,RJ,Autônomo,4,17158.57,1691.78,27.5%,Não,9504.48
51207,Vanessa Almeida,251.152.297-66,2022,367490.47,26256.6,36167.87,44706.9,34.26,Pendência,2024-07-07,RS,Empresário,6,10728.92,6281.64,7.5%,Sim,1895.03
93317,Vanessa Almeida,502.332.574-62,2022,422264.43,26663.11,14946.52,4912.1,27.74,Regular,2025-01-04,ES,Empresário,7,10575.46,5129.36,Isento,Não,1349.77
93590,Mariana Rocha,379.637.251-21,2022,336812.4,7702.14,38568.97,8188.0,14.32,Pendência,2024-11-21,PB,Aposentado,9,23882.84,6491.56,15%,Não,9271.29
53402,Carlos Silva,413.883.576-66,2024,76099.22,36216.47,44115.67,24072.74,29.19,Pendência,2024-07-07,AM,Investidor,10,49915.89,1434.34,Isento,Sim,8976.07
97391,Carlos Silva,515.220.792-58,2023,327690.92,34145.73,3572.59,20690.76,36.04,Auditoria,2025-01-25,RS,Empresário,10,21160.71,1347.15,27.5%,Sim,9685.23
60791,Lucas Oliveira,936.227.958-64,2023,315628.3,48284.98,2991.27,6604.13,18.36,Notificação,2024-04-24,PE,Investidor,4,12592.5,4622.82,22.5%,Sim,5368.15
42679,Mariana Rocha,677.171.921-74,2023,228648.33,42629.12,33716.95,39023.71,36.59,Auditoria,2025-03-01,PR,Empregado CLT,4,12561.12,6470.09,27.5%,Sim,3514.57
54590,Carlos Silva,115.739.759-70,2023,260366.12,17248.05,41922.74,37082.0,29.81,Notificação,2025-02-05,RS,Investidor,9,15088.25,1434.93,7.5%,Sim,7334.68
59310,Ana Clara Mendes,565.665.639-53,2024,176921.62,42950.2,22959.49,47709.29,9.03,Pendência,2025-01-07,GO,Investidor,2,4117.05,5113.29,7.5%,Não,8071.19
98417,Lucas Oliveira,870.787.659-72,2022,490894.22,7018.49,36752.75,12981.35,21.29,Auditoria,2024-04-09,GO,Empregado CLT,5,49362.3,5255.61,Isento,Não,4342.87
17608,Fernanda Lima,894.318.708-13,2023,461935.82,21368.98,23965.67,36980.38,20.92,Pendência,2024-07-29,BA,Empresário,1,16592.23,195.06,27.5%,Não,7572.24
97627,João Pereira,181.847.899-62,2022,128738.56,44271.48,35139.87,25315.49,38.85,Auditoria,2025-01-20,MG,Investidor,7,51552.09,8525.96,27.5%,Sim,1364.16
93107,Eduardo Farias,565.800.562-38,2024,133181.06,49566.54,22440.08,9439.29,24.46,Auditoria,2025-02-03,SP,Investidor,0,39051.02,6006.27,Isento,Não,3804.14
70032,Gabriela Santos,959.229.536-50,2022,347771.82,19896.95,11500.19,26300.38,37.85,Regular,2024-07-23,DF,Empregado CLT,9,4238.2,3965.55,27.5%,Não,5025.65
68429,Ana Clara Mendes,376.208.398-59,2024,214946.75,6277.76,4634.95,13541.03,8.35,Regular,2024-10-29,CE,Aposentado,5,2896.8,1806.22,27.5%,Sim,8175.7
56442,João Pereira,429.978.280-30,2023,339326.82,5660.73,18611.89,17205.52,7.55,Auditoria,2024-04-27,DF,Aposentado,10,21012.68,7710.39,22.5%,Não,1627.39
39427,Lucas Oliveira,632.741.206-31,2023,393348.47,10098.45,6797.65,15737.67,15.79,Auditoria,2024-04-25,MT,Autônomo,9,30435.95,1835.07,7.5%,Sim,7235.53
95504,Vanessa Almeida,749.596.925-98,2022,119788.22,41452.98,5853.39,44792.7,7.18,Pendência,2024-12-08,MT,Aposentado,2,59068.5,6622.94,22.5%,Sim,8708.69
36450,João Pereira,397.234.426-66,2022,97605.73,10254.7,21494.58,40937.33,5.52,Notificação,2024-05-18,GO,Autônomo,7,23579.71,7604.72,7.5%,Sim,1770.51
46408,Lucas Oliveira,150.982.808-29,2024,322597.2,45776.22,1217.78,16269.0,6.21,Regular,2024-09-18,DF,Empresário,9,6266.18,8654.23,15%,Não,5882.18
34373,Fernanda Lima,684.719.659-98,2024,391643.34,3417.22,6951.55,7266.67,26.02,Regular,2024-05-26,SC,Autônomo,6,16108.92,9672.41,7.5%,Não,7938.91
61560,Fernanda Lima,492.365.173-22,2023,250140.94,15674.84,7188.04,20211.65,23.32,Pendência,2024-11-21,CE,Empresário,4,22532.63,3027.69,22.5%,Sim,8641.51
95118,Roberto Souza,556.920.363-87,2023,168414.94,28697.38,32863.69,24702.48,27.93,Regular,2024-10-29,MT,Aposentado,8,26800.61,1227.0,27.5%,Sim,1306.63
98372,Gabriela Santos,541.321.391-33,2024,339966.24,16238.67,8062.88,15168.93,31.76,Pendência,2024-12-11,BA,Investidor,6,10328.78,8573.46,22.5%,Não,3348.09
30639,Eduardo Farias,779.546.437-66,2023,215109.34,1708.71,38251.41,28976.79,10.81,Pendência,2024-07-31,AM,Aposentado,1,30225.55,1654.75,27.5%,Sim,1667.35
69216,Thiago Nunes,145.223.728-19,2023,356782.91,10046.76,19464.89,15407.94,29.33,Pendência,2024-05-16,RJ,Empresário,6,31694.89,5423.8,Isento,Não,7584.8
10807,Roberto Souza,626.850.834-27,2024,273010.89,46966.52,27616.86,45513.0,36.23,Pendência,2025-01-29,AM,Investidor,5,41898.13,1359.98,7.5%,Sim,3225.52
34738,Vanessa Almeida,455.314.685-68,2023,45515.68,41826.05,14879.58,17972.29,18.33,Pendência,2025-03-08,AM,Empresário,1,43825.14,7461.42,22.5%,Sim,3668.44
41797,Mariana Rocha,430.995.202-43,2022,338291.22,46331.98,10807.36,22941.73,15.08,Auditoria,2024-10-01,DF,Empregado CLT,5,38977.58,7475.86,15%,Sim,3864.03
45621,João Pereira,812.946.964-99,2022,435630.43,15415.55,22653.65,30837.23,5.44,Notificação,2024-07-30,DF,Empresário,2,52180.85,3251.33,Isento,Sim,8582.11
63172,Eduardo Farias,787.658.383-77,2022,218535.45,6538.04,3531.33,23391.39,17.44,Auditoria,2024-08-31,ES,Aposentado,2,47720.52,4502.92,27.5%,Não,4767.68
59896,Eduardo Farias,210.273.279-92,2023,426085.86,24819.7,42414.61,9773.27,16.34,Notificação,2024-08-17,SP,Investidor,6,3403.41,175.5,7.5%,Sim,5331.47
74795,Fernanda Lima,735.470.365-26,2022,193624.36,21731.31,34508.35,41815.63,35.22,Regular,2024-11-15,MT,Investidor,7,47002.32,1559.35,22.5%,Não,1296.85
63507,Lucas Oliveira,981.762.582-78,2023,353982.04,28092.08,7177.8,20181.95,30.91,Regular,2024-05-27,RS,Empregado CLT,9,19132.64,3296.05,7.5%,Não,1143.23
45078,João Pereira,566.250.926-84,2022,265749.55,17838.66,23816.21,6371.62,31.55,Pendência,2025-02-04,GO,Aposentado,6,28059.83,7134.01,Isento,Sim,4055.26
98987,Roberto Souza,127.470.459-96,2022,98488.22,12280.83,21767.56,14387.03,10.08,Auditoria,2024-05-30,RJ,Empresário,10,22708.75,6739.05,22.5%,Não,7446.49
89462,João Pereira,335.315.863-55,2023,423510.86,9197.77,12485.62,48006.5,5.55,Auditoria,2024-08-05,DF,Empregado CLT,2,54478.51,8007.43,27.5%,Não,6847.49
11182,Vanessa Almeida,829.590.144-33,2023,397766.68,31228.61,13107.06,4663.45,31.23,Regular,2025-02-28,SC,Autônomo,0,12348.94,7565.74,7.5%,Não,9842.06
55735,Vanessa Almeida,485.180.323-42,2024,128825.12,21760.42,36528.5,38877.6,21.7,Notificação,2024-08-08,CE,Aposentado,9,40139.38,7161.96,15%,Sim,9705.81
42307,Roberto Souza,404.564.289-60,2023,207312.44,22835.83,11260.32,26435.31,12.41,Pendência,2025-02-27,CE,Autônomo,1,24548.74,5392.2,15%,Sim,5879.77
90733,Carlos Silva,396.340.137-14,2024,115694.16,22241.41,43042.05,10709.08,37.79,Regular,2024-08-09,MG,Empregado CLT,0,51478.53,258.75,Isento,Sim,4356.79
64741,Fernanda Lima,628.228.497-88,2022,356656.67,9885.96,4999.37,18080.86,39.64,Auditoria,2024-04-11,PR,Empresário,7,11707.45,3518.46,Isento,Sim,4555.49
22296,Gabriela Santos,414.798.586-88,2023,483198.17,1523.51,14130.95,35155.12,38.34,Notificação,2024-09-18,PE,Aposentado,0,33669.47,4798.3,22.5%,Sim,66.66
78097,João Pereira,314.535.917-75,2022,288493.1,21202.15,20248.36,11466.12,16.29,Auditoria,2025-01-15,SC,Empresário,8,12355.7,94.35,Isento,Não,8400.03
11531,Mariana Rocha,929.949.131-26,2023,371548.75,24716.34,40167.63,7433.77,19.44,Pendência,2024-07-21,DF,Investidor,4,6532.97,7093.04,22.5%,Sim,3376.0
65684,Paulo Henrique,437.731.424-80,2022,287535.23,35935.91,14609.54,27499.08,38.11,Auditoria,2024-12-08,MG,Aposentado,7,25477.73,5763.54,7.5%,Não,1049.2
18040,Ana Clara Mendes,166.404.500-30,2023,350215.28,4903.56,39757.39,35405.19,17.33,Notificação,2024-11-07,MT,Investidor,1,31916.79,5919.63,Isento,Não,9289.7
26810,Carlos Silva,477.714.406-87,2023,367719.1,45697.33,8788.43,18561.47,11.05,Notificação,2024-08-17,MG,Empresário,8,27525.25,9989.75,Isento,Sim,1648.01
72054,Eduardo Farias,913.272.745-28,2023,341902.61,34068.95,38499.57,3380.22,10.06,Auditoria,2024-05-13,PR,Aposentado,5,52615.1,5929.37,22.5%,Sim,771.03
36383,Mariana Rocha,182.483.124-11,2024,263536.55,44556.4,10557.18,37072.65,7.95,Auditoria,2024-08-07,MG,Aposentado,0,22233.11,8780.86,15%,Sim,603.19
69736,João Pereira,563.688.427-35,2023,172336.61,32533.35,22190.46,6235.74,23.76,Notificação,2024-05-08,PB,Aposentado,10,17585.98,2445.14,15%,Sim,1053.41
19977,Roberto Souza,213.275.460-81,2024,230020.25,41213.12,38320.72,10838.96,33.65,Pendência,2025-03-11,GO,Autônomo,1,17387.17,1828.56,15%,Sim,3397.83
74193,Gabriela Santos,448.492.188-42,2024,282069.35,25131.28,9478.64,20608.78,11.4,Pendência,2024-05-03,BA,Aposentado,0,2315.59,4280.96,22.5%,Não,5993.12
52109,Mariana Rocha,592.230.866-41,2023,168262.13,6833.48,28673.11,37413.46,12.8,Pendência,2024-09-06,MT,Empregado CLT,9,49746.13,5415.62,15%,Não,5211.03
72574,João Pereira,763.627.672-13,2022,115602.39,37167.01,38395.83,24234.55,5.79,Auditoria,2025-01-22,SC,Investidor,2,42362.56,7004.06,15%,Não,3420.61
21093,Carlos Silva,543.955.807-86,2024,305808.83,13985.15,781.59,44295.43,13.81,Auditoria,2024-10-07,PB,Empresário,5,56726.21,4494.53,7.5%,Não,6250.71
50056,Ana Clara Mendes,712.169.679-25,2023,255524.17,13444.38,25826.82,13285.08,37.62,Pendência,2025-02-18,DF,Empregado CLT,7,52297.29,8627.99,22.5%,Não,7796.29
92910,Gabriela Santos,771.652.967-95,2023,372892.4,9268.75,34050.43,27736.9,28.43,Notificação,2024-05-11,MG,Investidor,4,17411.69,2743.41,7.5%,Sim,6081.48
13114,Fernanda Lima,542.331.307-94,2023,158489.16,48128.34,40513.57,42462.05,7.18,Notificação,2024-09-01,AM,Autônomo,4,25367.02,9037.73,Isento,Não,1496.38
85837,Gabriela Santos,365.310.278-72,2022,43132.13,15870.31,25703.78,27363.25,14.14,Pendência,2024-03-21,RJ,Empregado CLT,8,2825.55,6577.23,15%,Sim,4147.52
57218,Thiago Nunes,318.171.643-59,2024,212114.05,9978.48,30754.74,21562.62,29.09,Auditoria,2024-11-13,PR,Empresário,9,36597.45,9138.41,7.5%,Não,1004.71
36494,Eduardo Farias,767.274.394-81,2023,228486.48,43604.65,28513.9,32875.55,36.25,Pendência,2024-12-23,CE,Empresário,0,8224.23,8354.81,7.5%,Não,7958.9
92513,Ana Clara Mendes,751.193.396-35,2022,199265.92,37295.23,33432.59,13349.28,38.21,Regular,2024-04-14,PB,Investidor,0,11099.65,6132.55,27.5%,Sim,9465.89
48199,Carlos Silva,500.382.854-54,2022,394322.85,16012.15,23374.09,25149.57,19.53,Regular,2025-01-02,ES,Empregado CLT,6,28327.65,7067.77,15%,Não,7609.31
26747,Fernanda Lima,787.889.292-24,2022,249878.25,34372.22,3001.07,31028.14,26.67,Pendência,2024-10-16,BA,Autônomo,1,58953.82,978.4,15%,Não,8766.45
58179,Vanessa Almeida,380.490.452-53,2023,163601.84,34421.4,8313.8,2360.02,35.53,Regular,2024-05-26,AM,Investidor,0,54057.93,2241.01,15%,Sim,6133.32
44630,Vanessa Almeida,817.895.911-21,2023,463252.99,32580.96,31635.44,15356.48,25.72,Auditoria,2024-10-15,MG,Aposentado,2,30399.62,1882.47,27.5%,Não,3185.37
59490,Thiago Nunes,265.450.627-33,2022,103526.67,26316.85,13897.14,27944.92,7.08,Regular,2024-09-25,DF,Empregado CLT,6,25490.03,856.25,7.5%,Não,811.61
36207,João Pereira,399.875.654-26,2022,474923.65,13104.56,23010.16,32291.18,10.61,Notificação,2024-08-05,AM,Empresário,8,26196.39,8482.21,22.5%,Não,611.42
32173,João Pereira,542.536.943-92,2023,37416.13,45166.61,14482.22,3786.96,26.89,Auditoria,2024-07-21,RS,Investidor,7,29220.87,306.04,Isento,Não,1975.65
19391,Fernanda Lima,478.907.932-91,2022,265019.05,40533.12,20355.5,46788.74,19.27,Auditoria,2024-09-10,ES,Empresário,9,30409.35,1854.0,22.5%,Sim,2609.02
62376,Fernanda Lima,878.825.291-77,2023,174694.66,44493.64,14393.63,37983.37,5.0,Regular,2025-03-12,RS,Aposentado,6,42643.45,4799.53,27.5%,Não,4024.02
65610,Paulo Henrique,855.664.276-48,2022,123040.06,19010.18,39257.38,38187.36,5.84,Auditoria,2024-11-11,MG,Empregado CLT,3,18706.02,1840.67,7.5%,Sim,3270.47
98412,Lucas Oliveira,793.640.676-52,2024,437055.12,20347.59,42488.41,6794.53,25.15,Auditoria,2024-10-01,PB,Investidor,6,51948.62,888.54,27.5%,Não,5084.91
69939,Lucas Oliveira,373.157.972-57,2023,236379.85,18970.39,9783.96,23849.33,37.07,Notificação,2025-01-31,SP,Empresário,1,32720.07,4659.08,7.5%,Não,4563.75
67288,Gabriela Santos,791.637.642-18,2022,259765.5,48080.59,37677.81,15241.44,32.11,Auditoria,2024-08-08,SC,Aposentado,4,22675.59,73.19,27.5%,Sim,1673.44
27494,Fernanda Lima,530.877.838-52,2022,168083.98,42166.84,10189.26,44197.89,7.63,Pendência,2024-07-03,ES,Empresário,9,32553.18,8022.14,7.5%,Não,3950.66
12612,Vanessa Almeida,579.879.496-80,2022,459947.31,14438.1,3242.39,13854.9,20.43,Pendência,2025-01-10,PB,Investidor,6,14661.05,717.12,7.5%,Não,2623.58
52889,João Pereira,702.368.639-73,2022,450898.47,33884.07,39771.78,46487.27,7.06,Regular,2024-07-08,MT,Empresário,6,27281.45,6134.73,7.5%,Não,7885.27
25151,Ana Clara Mendes,672.558.346-14,2023,473804.33,34715.97,15894.04,45889.81,24.03,Notificação,2024-06-30,SP,Empresário,7,32068.11,4240.81,22.5%,Não,1381.45
37464,Vanessa Almeida,390.221.652-24,2023,386805.83,47410.14,9072.49,20253.39,36.51,Regular,2024-06-29,RJ,Empresário,10,40056.96,9463.05,15%,Sim,5205.62
95080,Ana Clara Mendes,395.152.947-76,2022,498132.75,32554.21,32443.42,2880.14,26.53,Regular,2024-06-28,RS,Empresário,2,6160.66,4211.61,7.5%,Não,581.12
26600,João Pereira,991.238.633-64,2023,453527.19,10874.33,38913.58,43938.49,5.29,Regular,2024-06-14,CE,Empresário,6,50742.45,2481.12,Isento,Sim,113.95
13433,Roberto Souza,756.420.989-48,2022,399063.46,19774.98,9673.63,24768.03,37.01,Regular,2024-07-23,BA,Investidor,9,55579.61,7074.98,15%,Sim,4341.76
50496,Gabriela Santos,159.846.759-54,2024,416437.28,13577.3,44069.97,44691.11,36.52,Notificação,2024-10-09,DF,Empresário,1,58522.66,2391.54,7.5%,Não,5549.22
82805,Carlos Silva,691.187.908-96,2023,468205.93,14813.94,43504.56,46857.08,14.99,Auditoria,2024-10-07,PB,Empresário,5,11802.69,2133.97,22.5%,Sim,5019.03
45082,Eduardo Farias,731.280.438-72,2022,427561.24,46532.56,5648.15,21032.55,12.72,Pendência,2025-03-02,BA,Autônomo,1,20005.72,7403.54,27.5%,Não,2603.95
76517,Carlos Silva,104.438.608-32,2023,159054.44,42005.56,16249.83,5749.57,17.19,Auditoria,2024-04-21,DF,Aposentado,0,48658.12,8222.59,15%,Não,7432.0
13264,Paulo Henrique,230.318.937-10,2024,58381.6,42598.77,5818.04,8978.83,22.05,Pendência,2024-09-01,PE,Empresário,1,1186.57,987.92,7.5%,Sim,4015.29
77256,Paulo Henrique,459.733.179-25,2022,487987.55,11943.73,41562.19,35905.37,15.76,Auditoria,2024-10-20,ES,Aposentado,7,34212.34,6120.53,Isento,Sim,4924.09
35877,Vanessa Almeida,846.471.590-41,2023,446111.31,38849.33,43204.4,27810.03,36.27,Regular,2024-10-27,MT,Aposentado,4,5254.68,2748.86,15%,Não,4370.73
75935,Roberto Souza,579.539.110-28,2024,274439.13,29229.39,36450.77,5930.01,37.65,Auditoria,2024-09-15,PB,Empresário,0,57767.93,9585.05,22.5%,Sim,1848.77
58308,Mariana Rocha,477.453.884-35,2023,246330.31,16396.17,35398.79,31342.21,23.7,Regular,2024-04-04,SC,Investidor,0,9528.71,9735.06,Isento,Sim,805.52
13900,Mariana Rocha,521.919.639-91,2023,463954.43,16897.91,5652.7,48188.59,22.13,Regular,2024-09-06,MG,Autônomo,3,52944.22,9662.84,27.5%,Não,6716.62
78029,Fernanda Lima,189.891.313-88,2024,212620.77,41050.47,41477.06,34493.67,6.41,Notificação,2024-04-25,DF,Empresário,2,22097.35,8076.55,7.5%,Não,7149.76
18442,Paulo Henrique,654.928.948-17,2022,494654.63,18380.07,17255.47,36810.11,13.7,Pendência,2025-02-04,PE,Empresário,1,26071.83,4592.8,22.5%,Sim,8816.35
69023,João Pereira,209.759.740-11,2023,211201.07,12566.57,6341.29,42902.75,37.82,Regular,2024-05-11,AM,Aposentado,2,3855.57,2177.27,15%,Sim,1707.03
25853,Lucas Oliveira,643.808.784-93,2022,401863.16,28843.21,10510.59,33028.81,29.55,Notificação,2024-12-15,GO,Investidor,4,10433.59,750.89,27.5%,Não,6814.5
65259,Carlos Silva,782.723.659-19,2024,315734.56,11473.91,44633.75,15000.76,33.56,Pendência,2024-05-06,MG,Empregado CLT,7,37903.54,9511.13,27.5%,Sim,2819.47
53322,Paulo Henrique,682.506.582-85,2022,79464.17,32077.36,37494.01,21623.6,25.01,Notificação,2025-01-13,AM,Aposentado,10,19721.08,3249.44,Isento,Não,5862.38
32775,Ana Clara Mendes,881.754.574-84,2022,354686.35,11673.67,23505.87,23874.63,13.14,Pendência,2025-02-18,PR,Empregado CLT,3,12489.51,1577.81,Isento,Sim,4451.54
53122,Mariana Rocha,232.166.423-18,2023,205920.93,14505.31,18881.78,4253.32,13.07,Auditoria,2024-03-24,PB,Investidor,2,53925.11,2297.22,27.5%,Sim,7319.08
42743,Vanessa Almeida,424.383.590-25,2024,428376.74,30700.95,4931.08,46233.91,37.54,Auditoria,2024-03-16,MT,Empregado CLT,2,35361.37,7310.11,7.5%,Sim,5725.89
11137,Eduardo Farias,852.348.545-53,2024,64021.16,33409.81,42794.43,27375.42,5.95,Notificação,2024-11-16,SP,Aposentado,0,24702.11,7548.45,15%,Não,9474.54
84315,Lucas Oliveira,909.686.553-89,2023,64460.16,9830.84,1959.61,36938.52,32.36,Pendência,2024-05-09,BA,Aposentado,6,26805.68,6631.62,22.5%,Não,7728.22
